sentence_id,treatment,cures,medical,treatment_first_index,treatment_last_index,cures_first_index,cures_last_index,medical_first_index,medical_last_index,sentence_text
334088690,Radiation therapy,cures,a high percentage of patients with T1-T2N0 glottic carcinomas,0,1,2,2,3,11,Radiation therapy cures a high percentage of patients with T1-T2N0 glottic carcinomas and has a low rate of severe complications .
334388413,Infusion of coisogeneic marrow,cures,the hematopoietic defect of the W/Wv,0,3,4,4,5,10,"Infusion of coisogeneic marrow cures the hematopoietic defect of the W/Wv , a mouse with a recessively inherited defect in stem cells , including HSC ."
334821257,Targeting,cures,metastatic melanoma,0,0,9,9,10,11,Targeting of antigens to activated dendritic cells in vivo cures metastatic melanoma in mice .
335106981,Epicardial ablation,cures,electrical storm,0,1,2,2,3,4,Epicardial ablation cures electrical storm caused by cardiac involvement in myotonic dystrophia type 2 .
335826591,available therapy,cures,a small proportion of patients,25,26,27,27,29,33,"Disease-free survival was excellent in all patient groups except those over one year of age with stage IV disease , a group for which currently available therapy cures only a small proportion of patients ."
336553795,Adrenalectomy,cures,unilateral primary aldosteronism,0,0,1,1,2,4,"Adrenalectomy cures unilateral primary aldosteronism , and it improves or cures hypertension ."
337318176,Long circulatory liposomal maduramicin,cures,murine models of experimental malaria,0,3,15,15,16,20,Long circulatory liposomal maduramicin inhibits the growth of Plasmodium falciparum blood stages in culture and cures murine models of experimental malaria .
339424387,doctor,cures,the diseased nation,56,56,65,65,66,68,"Kim Pil Soon dedicated himself to the independence movement that demanded personal sacrifice : giving up his prospective career as a doctor , professor , and hospital administrator . He no longer remained as an ordinary clinician who treats only diseased persons , but transformed himself to the Great Doctor , a time-old ideal type of doctor in the East Asian countries who treats and cures the diseased nation , by dedicating himself to the independence movement ."
340095158,colposuspension,cures,genuine stress incontinence,5,5,6,6,7,9,"To test the postulate that colposuspension cures genuine stress incontinence by repositioning the proximal urethra against the posterosuperior surface of the symphysis pubis , 48 patients cured by colposuspension were studied to note the effects of a barrier placed in the vagina to interrupt the posterior route of force transmission ."
340266604,folic acid supplementation,cures,premature ejaculation,5,7,9,9,10,11,"Therefore , we hypothesize that folic acid supplementation may cures premature ejaculation by the same mechanism of interacting with monoamine neurotransmitters in brain , to be the replacement of RRSIs ."
340266605,Folic acid supplementation,cures,premature ejaculation,0,2,3,3,4,5,Folic acid supplementation cures premature ejaculation more safely .
343255766,DHA-paclitaxel,cures,10/10 tumored animals,7,7,14,14,15,17,"In the M109 mouse tumor model , DHA-paclitaxel is less toxic than paclitaxel and cures 10/10 tumored animals , whereas paclitaxel cures 0/10 ."
343352414,Deficiency or overproduction of Hsp104,cures,the [ PSI+ ] prion,0,4,5,5,6,10,Deficiency or overproduction of Hsp104 cures the [ PSI+ ] prion .
343770611,Eradication of H. pylori,cures,peptic ulcer disease,0,3,4,4,5,7,Eradication of H. pylori cures peptic ulcer disease .
345908980,Interferon-λ,cures,persistent murine norovirus infection,0,0,1,1,2,5,Interferon-λ cures persistent murine norovirus infection in the absence of adaptive immunity .
346155528,neither method,cures,this benign tumor,14,15,17,17,18,20,"Although dermatologists generally practice partial destruction and surgeons almost always do total excision , neither method invariably cures this benign tumor , and repeated treatment may be necessary ."
346659845,a combination therapy,cures,Diffuse Large B-Cell Lymphomas,27,29,32,32,33,36,"Here , we use isobologram analysis to score pharmacological interaction , and clone tracing and CRISPR screening to measure cross-resistance among the five drugs comprising R-CHOP , a combination therapy that frequently cures Diffuse Large B-Cell Lymphomas ."
347328645,Anti-CD3 mAb treatment,cures,PDL1-/-.NOD mice of diabetes,0,2,3,3,4,7,Anti-CD3 mAb treatment cures PDL1-/-.NOD mice of diabetes but precipitates fatal myocarditis .
347467213,BEPH treatment,cures,L1210 leukemic mice,4,5,40,40,44,46,"We now demonstrate that BEPH treatment alone , given on a more frequent schedule ( 5 mg/kg , day 3 , 4 , 5 ) or at a higher dose ( 10 mg/kg , day 3 , 4 ) , cures 100 % of L1210 leukemic mice ."
348654980,Detoxification of reactive oxygen species,cures,acetaminophen-induced acute liver failure in the mouse,0,4,12,12,13,19,Detoxification of reactive oxygen species by a nonpeptidyl mimic of superoxide dismutase cures acetaminophen-induced acute liver failure in the mouse .
349659758,low-dose IL-2,cures,recent-onset type 1 diabetes,2,3,4,4,5,8,"Also , low-dose IL-2 cures recent-onset type 1 diabetes ( T1D ) in NOD mice , partially by boosting pancreatic regulatory T cells ( Treg cells ) ."
352245708,gamma-interferon,cures,cutaneous leishmaniasis,2,2,18,18,19,20,"Particularly , gamma-interferon "" in vitro "" increases the killing of the parasite and "" in vivo "" cures cutaneous leishmaniasis ."
352245708,the killing of the parasite,cures,cutaneous leishmaniasis,8,12,18,18,19,20,"Particularly , gamma-interferon "" in vitro "" increases the killing of the parasite and "" in vivo "" cures cutaneous leishmaniasis ."
353985470,salvage treatment,cures,a limited number of patients,28,29,31,31,32,36,"This suggests that both after MRM and BCT an early LR is an indicator of a biologically aggressive tumour ; early loco-regional relapse carries a poor prognosis and salvage treatment only cures a limited number of patients , whether treated by MRM or BCT originally ."
354651578,the most widely used program,cures,so,53,57,60,60,65,65,"Although combination chemotherapy is the treatment of choice , there is debate about whether the impressive results with the latest regimens , such as MACOP-B , COP-BLAM III , and ProMACE-CytaBOM , which appear to be curative for around 60 % or more of advanced-stage patients , are really superior to CHOP , the most widely used program , which cures about 30 % or so of the patients ."
355728671,Treatment of H. pylori in peptic ulcer disease,cures,the acute lesion,0,7,8,8,9,11,Treatment of H. pylori in peptic ulcer disease cures the acute lesion and prevents relapse and complications .
356658846,malaria,cures,general paralysis,1,1,2,2,3,4,Why malaria cures general paralysis .
357477136,Novel inhibitor of Plasmodium histone deacetylase,cures,P. berghei-infected mice,0,5,7,7,8,10,Novel inhibitor of Plasmodium histone deacetylase that cures P. berghei-infected mice .
357988155,thioridazine,cures,drug-resistant Mycobacterium tuberculosis infections,1,1,6,6,8,11,Why thioridazine in combination with antibiotics cures extensively drug-resistant Mycobacterium tuberculosis infections .
359441173,the biliary ductules,cures,the peribiliary fibrosis,9,11,15,15,16,18,"A synthetic bile acid , norUDCA is absorbed by the biliary ductules after secretion and cures the peribiliary fibrosis occurring in the MDR2-/- mouse which lacks biliary phospholipid ."
361441621,HCV therapy,cures,coinfected,2,3,4,4,9,9,"Hence , HCV therapy cures approximately 4 % of coinfected patients ."
362147623,Six months of daily or thrice weekly chemotherapy,cures,most patients,0,7,18,18,19,20,"Six months of daily or thrice weekly chemotherapy with the usual regimen of 4 then 2 antituberculosis drugs cures most patients , but many die during or after treatment of other AIDS-related complications ."
364818362,the effect of vagotomy on stimulated,cures,duodenal ulcer,16,21,29,29,30,31,"This article reviews how further research in the succeeding half century has demonstrated that it is the effect of vagotomy on stimulated , rather than upon basal secretion that cures duodenal ulcer and that the apparent basal hypersecretion of patients with duodenal ulcer is due to an increased parietal cell mass ."
365483511,Eradication of H. pylori,cures,most cases of gastric lymphoma,0,3,8,8,9,13,Eradication of H. pylori with combination antibiotic therapy cures most cases of gastric lymphoma and slows progression to gastric adenocarcinoma .
367620663,Arsenic trioxide ( ATO ) and all-trans retinoic acid ( ATRA ) combination,cures,fatal acute promyelocytic leukemia,0,12,14,14,15,18,"Arsenic trioxide ( ATO ) and all-trans retinoic acid ( ATRA ) combination safely cures fatal acute promyelocytic leukemia , but their mechanisms of action and efficacy are not fully understood ."
367940705,terbinafine,cures,50 % more patients,4,4,5,5,6,9,Two trials showed that terbinafine cures 50 % more patients than griseofulvin .
368721776,Six months of chemotherapy,cures,most patients,0,3,8,8,9,10,"Six months of chemotherapy with conventional antituberculosis drugs cures most patients , but many die during or after treatment of other AIDS-related complications ."
369044306,Conformal therapy,cures,more prostate cancers,0,1,2,2,3,5,Conformal therapy cures more prostate cancers causing fewer complications than standard treatment technique and standard dose .
369853289,DMSO,cures,"[ PSI+ ] prion variants , which are related",9,9,11,11,15,23,"We show that the aprotic solvent dimethyl sulfoxide ( DMSO ) cures a range of [ PSI+ ] prion variants , which are related to several misfolded aggregated conformations of the Sup35 protein ."
370539424,liver transplantation,cures,underlying,11,12,13,13,15,15,"In non-responsive patients or those recognized later in their disease , liver transplantation cures the underlying defect and should be considered when the GFR falls below 30   ml/min/1.73   m(2 ) ; in those which or near ESRD , liver transplantation and intensive dialysis before kidney transplantation may be considered to reduce the total body oxalate burden before kidney transplantation ."
370770969,surgery,cures,most patients with low- or intermediate-risk tumours,6,6,9,9,10,16,"The primary treatment for GIST is surgery , which cures most patients with low- or intermediate-risk tumours ."
