sentence_id,medical,are,treated,prep,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,prep_first_index,prep_last_index,treatment_first_index,treatment_last_index,sentence_text
72243913,post-TBI plasma,are,treated,with,an inhibitor of the P2Y12 ADP receptor,8,9,12,12,13,13,14,14,15,21,"Furthermore , observed platelet dysfunction is prevented when post-TBI plasma and MVs are treated with an inhibitor of the P2Y12 ADP receptor ."
72310426,Branched injuries,are,treated,by,observation,0,1,3,3,4,4,5,5,6,6,Branched injuries usually are treated by observation .
72315046,advanced BAC,is,treated,with,systemic therapy,13,14,15,15,17,17,18,18,19,20,"Although unifocal or even potentially oligometastatic disease is appropriately treated with resection , advanced BAC is generally treated with systemic therapy ."
72315046,unifocal or even potentially oligometastatic disease,is,treated,with,resection,1,6,7,7,9,9,10,10,11,11,"Although unifocal or even potentially oligometastatic disease is appropriately treated with resection , advanced BAC is generally treated with systemic therapy ."
72357759,Initial episodes of the nephrotic syndrome,are,treated,with,"long "" courses of prednisone therapy",0,5,6,6,8,8,9,9,11,16,"Initial episodes of the nephrotic syndrome are best treated with "" long "" courses of prednisone therapy ( 6 wk of high-dose daily prednisone followed by 6 wk of alternate-day prednisone ) ."
72371510,Small renal tumors,are,treated,by,nephron-sparing surgery,0,2,7,7,9,9,10,10,11,12,Small renal tumors are increasingly diagnosed and are frequently treated by nephron-sparing surgery .
72391560,remaining,are,treated,with,combined radiochemotherapy,1,1,3,3,5,5,6,6,10,11,"The remaining patients are primarily treated with radiation therapy or combined radiochemotherapy , achieving remission rates up to 60 % but 5-year survival rates of only about 5 % ."
72391560,remaining,are,treated,with,radiation therapy,1,1,3,3,5,5,6,6,7,8,"The remaining patients are primarily treated with radiation therapy or combined radiochemotherapy , achieving remission rates up to 60 % but 5-year survival rates of only about 5 % ."
72399736,renal cell carcinoma,is,treated,with,immunostimulatory therapies,10,12,18,18,19,19,21,21,22,23,"Obesity is one of the leading risk factors for developing renal cell carcinoma , an immunogenic tumor that is treated clinically with immunostimulatory therapies ."
72399736,an immunogenic tumor,is,treated,with,immunostimulatory therapies,14,16,18,18,19,19,21,21,22,23,"Obesity is one of the leading risk factors for developing renal cell carcinoma , an immunogenic tumor that is treated clinically with immunostimulatory therapies ."
72414978,Intra-articular fractures of the proximal interphalangeal ( PIP ) joint,are,treated,with,dynamic external fixation,0,9,10,10,12,12,13,13,14,16,Intra-articular fractures of the proximal interphalangeal ( PIP ) joint are commonly treated with dynamic external fixation .
72423122,Tubercular meningitis,is,treated,with,the same four-drug regimen,0,1,2,2,3,3,4,4,5,8,Tubercular meningitis is treated with the same four-drug regimen for at least 9 to 12 months .
72442417,ulnar neuritis,is,treated,by,surgical decompression,3,4,15,15,17,17,18,18,19,20,"In leprosy , ulnar neuritis is considered to be selectively localised at the elbow and is often treated by surgical decompression when pain and/or neurological deficit occurs ."
72454296,early stage head and neck cancers,are,treated,with,radiation,3,8,9,9,11,11,12,12,14,14,"In general , early stage head and neck cancers are effectively treated with either radiation or surgery ."
72454296,early stage head and neck cancers,are,treated,with,surgery,3,8,9,9,11,11,12,12,16,16,"In general , early stage head and neck cancers are effectively treated with either radiation or surgery ."
72476168,the initial infection,is,treated,by,antibiotics,1,3,4,4,5,5,6,6,7,7,"While the initial infection is treated by antibiotics , anti-inflammatory agents would be advantageous add-on medications ."
72482390,Most individuals,are,treated,with,potent serotonin transporter inhibitors,0,1,5,5,6,6,7,7,8,11,Most individuals with autism who are treated with potent serotonin transporter inhibitors have a reduction in ritualistic behavior and aggression .
72486949,most SAAs,are,treated,by,endovascular or open procedures,15,16,17,17,18,18,19,19,20,23,"Splenic artery aneurysm ( SAA ) is the most common visceral artery aneurysm , while most SAAs are treated by endovascular or open procedures ."
72544377,choroidal melanoma,is,treated,with,I135 plaque brachytherapy,27,28,29,29,30,30,31,31,32,34,"An ab externo fine-needle aspirate biopsy was performed to achieve diagnostic and therapeutic certainty ( metastatic leiomyosarcoma is considered radiation insensitive and requires local excision , and choroidal melanoma is treated with I135 plaque brachytherapy ) ."
72578785,recognized,are,treated,by,traditional healers,11,11,24,24,26,26,27,27,28,29,"The study participants attributed episodes of diarrhea in children to culturally recognized or folk ailments ( empacho , cuajo , and varillas ) that are primarily treated by traditional healers ."
72579038,Bacterial vaginosis,is,treated,with,intravaginal clindamycin,0,1,2,2,3,3,4,4,12,13,"Bacterial vaginosis is treated with oral metronidazole , intravaginal metronidazole , or intravaginal clindamycin ."
72579038,Bacterial vaginosis,is,treated,with,oral metronidazole,0,1,2,2,3,3,4,4,5,6,"Bacterial vaginosis is treated with oral metronidazole , intravaginal metronidazole , or intravaginal clindamycin ."
72579038,Bacterial vaginosis,is,treated,with,intravaginal metronidazole,0,1,2,2,3,3,4,4,8,9,"Bacterial vaginosis is treated with oral metronidazole , intravaginal metronidazole , or intravaginal clindamycin ."
72579045,Atrophic vaginitis,is,treated,with,hormonal and nonhormonal therapies,0,1,2,2,3,3,4,4,5,8,Atrophic vaginitis is treated with hormonal and nonhormonal therapies .
72586368,peritoneal mast cells,are,treated,with,compound,24,26,27,27,28,28,29,29,30,30,These extracts also showed better mast cell stabilizing activity ( 77 - 88 % ) than the standard drug ( 69 % ) when peritoneal mast cells are treated with compound 48/80 .
72591979,Intestinal pseudo-obstruction,is,treated,with,conservative measures,0,1,2,2,4,4,6,6,7,8,Intestinal pseudo-obstruction is usually treated effectively with conservative measures .
72609275,most patients,are,treated,with,non-specific antivenoms,6,7,8,8,9,9,10,10,11,12,"No specific antivenom exists , yet most patients are treated with non-specific antivenoms , risking reactions without hope of benefit ."
72673931,a rare laryngeal neoplasm,is,treated,by,surgical excision,2,5,16,16,18,18,19,19,20,21,Chondrosarcoma is a rare laryngeal neoplasm that is most commonly encountered in the cricoid cartilage and is optimally treated by surgical excision .
72695978,Tube-corneal touch,is,treated,by,tube cutting,0,1,11,11,13,13,14,14,15,16,Tube-corneal touch occurring after Ahmed glaucoma valve ( AGV ) implantation is conventionally treated by tube cutting or tube transposition from the original pathway .
72695978,Tube-corneal touch,is,treated,by,tube transposition,0,1,11,11,13,13,14,14,18,19,Tube-corneal touch occurring after Ahmed glaucoma valve ( AGV ) implantation is conventionally treated by tube cutting or tube transposition from the original pathway .
72733951,Several cutaneous immunomediated diseases,are,treated,with,biologic and nonbiologic immunosuppressive and immunomodulatory drugs,0,3,8,8,9,9,10,10,11,17,"Several cutaneous immunomediated diseases , including HS , are treated with biologic and nonbiologic immunosuppressive and immunomodulatory drugs ."
72734569,acute rejection episodes,are,treated,with,pulses of prednisone,10,12,13,13,14,14,15,15,16,18,"ATG is used prophylactically in the immediate postoperative period and acute rejection episodes are treated with pulses of prednisone , ATG , or OKT3 ."
72763549,Primary generalized epilepsies,are,treated,with,VPA,0,2,3,3,6,6,7,7,8,8,Primary generalized epilepsies are most frequently treated with VPA when combinations of generalized seizures exist .
72780477,the vast majority,are,treated,with,statins,25,27,28,28,30,30,31,31,32,32,"We now address the issue , focusing on the temporal changes having occurred : most patients in recent RCTs are no longer n-3 deficient and the vast majority are now treated with statins ."
72784530,common,are,treated,with,eccentric exercise,11,11,14,14,16,16,17,17,18,19,"Tendinopathies in the patellar , Achilles , and hamstring tendons are common , and are primarily treated with eccentric exercise ."
72784531,Iliotibial band syndrome,are,treated,by,strengthening exercises,0,2,14,14,15,15,16,16,17,18,Iliotibial band syndrome and patellofemoral pain syndrome are less common than patellar tendinopathy and are treated by strengthening exercises for the core and legs in addition to flexibility exercises .
72784531,patellofemoral pain syndrome,are,treated,by,strengthening exercises,4,6,14,14,15,15,16,16,17,18,Iliotibial band syndrome and patellofemoral pain syndrome are less common than patellar tendinopathy and are treated by strengthening exercises for the core and legs in addition to flexibility exercises .
72784531,common,are,treated,by,strengthening exercises,9,9,14,14,15,15,16,16,17,18,Iliotibial band syndrome and patellofemoral pain syndrome are less common than patellar tendinopathy and are treated by strengthening exercises for the core and legs in addition to flexibility exercises .
72804282,advanced disease,is,treated,with,chemoradiation,1,2,3,3,5,5,6,6,7,7,Locally advanced disease is often treated with chemoradiation .
72834601,"common before , and almost universal",is,treated,with,GH,9,14,23,23,25,25,26,26,27,27,"A deficiency of growth hormone ( GH ) is common before , and almost universal after , treatment of the tumour , and is usually treated with GH ."
72901723,Symptomatic rectoceles,are,treated,by,the transrectal repair of the lower rectovaginal fascia,0,1,2,2,6,6,7,7,8,15,Symptomatic rectoceles are simply and effectively treated by the transrectal repair of the lower rectovaginal fascia and perineal body defects .
72933468,malignant disorders,are,treated,with,thalidomide,5,6,8,8,9,9,10,10,11,11,We conclude that patients with malignant disorders who are treated with thalidomide should be carefully monitored for the development of autoimmune disorders .
72936726,microcin B17-immune cells,are,treated,with,microcin B17,1,3,4,4,5,5,6,6,7,8,When microcin B17-immune cells are treated with microcin B17 they show many of the physiological effects displayed by microcin B17-sensitive cells treated in the same way .
72948015,Advanced gastric cancer,is,treated,with,a total gastrectomy,0,2,12,12,14,14,15,15,16,18,"Advanced gastric cancer in the upper or middle third of the stomach is routinely treated with a total gastrectomy , albeit in some cases with higher morbidity and mortality ."
72949497,Most persons,are,treated,with,OADs,0,1,6,6,7,7,8,8,14,14,Most persons with type 2 diabetes are treated with oral anti diabetic drugs ( OADs ) .
72949497,Most persons,are,treated,with,oral anti diabetic drugs,0,1,6,6,7,7,8,8,9,12,Most persons with type 2 diabetes are treated with oral anti diabetic drugs ( OADs ) .
72952027,Attention-deficit/hyperactivity disorder,is,treated,with,the psychostimulant methylphenidate,0,1,9,9,11,11,12,12,13,15,Attention-deficit/hyperactivity disorder ( ADHD ) in childhood and adulthood is often treated with the psychostimulant methylphenidate ( MPH ) .
72952027,Attention-deficit/hyperactivity disorder,is,treated,with,MPH,0,1,9,9,11,11,12,12,17,17,Attention-deficit/hyperactivity disorder ( ADHD ) in childhood and adulthood is often treated with the psychostimulant methylphenidate ( MPH ) .
73006792,rat hippocampal slices,are,treated,with,the sodium pump inhibitor ouabain,9,11,12,12,13,13,14,14,15,19,"In the only bipolar cycling in vitro model , rat hippocampal slices are treated with the sodium pump inhibitor ouabain , which induces epileptiform activity , followed by refractory activity loss that recovers and cycles back to epileptiform activity ."
73031536,Chlamydial infection,is,treated,with,antibiotics,0,1,9,9,11,11,12,12,13,13,Chlamydial infection can be diagnosed using urine testing and is easily treated with antibiotics .
73082199,bother,are,treated,with,0.25 M NaCL,15,15,17,17,18,18,19,19,20,22,The differences between chromtin   of stimulated and chromatin of unstimulated cells are abolised when bother chromatins are treated with 0.25 M NaCL .
73119647,Symptomatic peri-acetabular metastatic lesions,are,treated,with,open surgery,0,3,4,4,6,6,7,7,8,9,Symptomatic peri-acetabular metastatic lesions are often treated with open surgery such as modified Harrington procedures .
73132109,Heavy menstrual bleeding,is,treated,by,medical and surgical means,0,2,10,10,12,12,13,13,14,17,"Heavy menstrual bleeding is the most common concern , and is often treated by medical and surgical means despite lack of pathology ."
73136109,individual patients,are,treated,with,drugs,5,6,8,8,10,10,11,11,14,14,These are high-resolution models of individual patients that are computationally treated with thousands of drugs to find the drug that is optimal for the patient .
73156691,Chronic myeloid leukemia,is,treated,with,high-cost tyrosine kinase inhibitors,1,3,19,19,20,20,21,21,22,25,"Background Chronic myeloid leukemia ( CML ) has a low incidence but a high burden of disease , and is treated with high-cost tyrosine kinase inhibitors ( TKI ) ."
73156691,Chronic myeloid leukemia,is,treated,with,TKI,1,3,19,19,20,20,21,21,27,27,"Background Chronic myeloid leukemia ( CML ) has a low incidence but a high burden of disease , and is treated with high-cost tyrosine kinase inhibitors ( TKI ) ."
73160248,Common femoral artery occlusions,are,treated,with,open vascular surgical repair,0,3,4,4,6,6,7,7,8,11,Common femoral artery occlusions are usually treated with open vascular surgical repair .
73163102,diffuse disease with multiple strictures,is,treated,by,strictureplasty procedures,5,9,10,10,11,11,12,12,13,14,"However , a subtype of diffuse disease with multiple strictures is treated by strictureplasty procedures in hope of avoiding short-gut syndrome ."
73202668,simple lesions,are,treated,by,catheter-based intervention,1,2,3,3,5,5,6,6,7,8,Most simple lesions are effectively treated by catheter-based intervention .
73212815,"The "" neglected breasts",are,treated,by,hygiene,0,3,5,5,7,7,8,8,12,12,"The "" neglected breasts "" are easily treated by keratolytic creams and hygiene ."
73212815,"The "" neglected breasts",are,treated,by,keratolytic creams,0,3,5,5,7,7,8,8,9,10,"The "" neglected breasts "" are easily treated by keratolytic creams and hygiene ."
73242620,patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative,are,treated,with,isoniazid,2,13,17,17,18,18,25,25,26,26,"In Zimbabwe patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative in the sputum are treated in the two month intensive phase with isoniazid , thiacetazone pyrazinamide and streptomycin ( regimen A ) ."
73242620,patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative,are,treated,with,thiacetazone,2,13,17,17,18,18,25,25,28,28,"In Zimbabwe patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative in the sputum are treated in the two month intensive phase with isoniazid , thiacetazone pyrazinamide and streptomycin ( regimen A ) ."
73242620,patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative,are,treated,with,pyrazinamide,2,13,17,17,18,18,25,25,29,29,"In Zimbabwe patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative in the sputum are treated in the two month intensive phase with isoniazid , thiacetazone pyrazinamide and streptomycin ( regimen A ) ."
73242620,patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative,are,treated,with,streptomycin,2,13,17,17,18,18,25,25,31,31,"In Zimbabwe patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative in the sputum are treated in the two month intensive phase with isoniazid , thiacetazone pyrazinamide and streptomycin ( regimen A ) ."
73242620,patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative,are,treated,with,regimen A,2,13,17,17,18,18,25,25,33,34,"In Zimbabwe patients with pulmonary tuberculosis who are acid-fast bacilli ( AFB ) negative in the sputum are treated in the two month intensive phase with isoniazid , thiacetazone pyrazinamide and streptomycin ( regimen A ) ."
73277356,Mutant cell lines,are,treated,with,5-azacytidine,0,2,3,3,4,4,5,5,6,6,Mutant cell lines are treated with 5-azacytidine and then evaluated for re-expression of the TK enzyme as measured by resistance to THMG .
73355022,herniated intervertebral discs,are,treated,by,reduction of intradiscal pressure,12,14,15,15,16,16,17,17,18,21,Percutaneous laser disc decompression ( PLDD ) is a procedure in which herniated intervertebral discs are treated by reduction of intradiscal pressure through laser energy .
73363398,The first two groups,are,treated,with,good results,0,3,4,4,5,5,6,6,7,8,The first two groups are treated with good results .
73367336,platinum sensitive recurrent ovarian cancer,is,treated,with,platinum-based chemotherapy,1,5,10,10,23,23,24,24,25,26,"Potentially platinum sensitive recurrent ovarian cancer ( PPS ROC ) is defined by a platinum-free interval of > 6 months , and usually treated with platinum-based chemotherapy with variable response and benefit in women who have had 3 or more lines of chemotherapy(≥3 ) ."
73435241,Aging,are,treated,by,elevation of the brow,0,0,3,3,4,4,19,19,20,23,"Aging eyes often are treated by excision of apparent excess skin and fat and , in some instances , by elevation of the brow ."
73435241,Aging,are,treated,by,excision of apparent excess skin,0,0,3,3,4,4,5,5,6,10,"Aging eyes often are treated by excision of apparent excess skin and fat and , in some instances , by elevation of the brow ."
73448038,Some menopausal women,are,treated,with,hormone replacement therapy,0,2,7,7,8,8,9,9,10,12,"Some menopausal women with type 1 diabetes are treated with hormone replacement therapy ( HRT ) but the effects of this treatment have , to date , not been established ."
73448038,Some menopausal women,are,treated,with,HRT,0,2,7,7,8,8,9,9,14,14,"Some menopausal women with type 1 diabetes are treated with hormone replacement therapy ( HRT ) but the effects of this treatment have , to date , not been established ."
73456040,Diurnal enuresis,is,treated,with,terodiline,1,2,5,5,7,7,8,8,9,9,[ Diurnal enuresis in childhood is effectively treated with terodiline ] .
73473030,Carpal tunnel syndrome,is,treated,by,surgical release of the transverse carpal ligament,0,2,3,3,4,4,6,6,7,13,Carpal tunnel syndrome is treated successfully by surgical release of the transverse carpal ligament ( TCL ) .
73485862,androgenetic alopecia,is,treated,with,a low-dose OC,1,2,3,3,5,5,6,6,7,9,"While androgenetic alopecia is best treated with a low-dose OC containing cyproterone acetate ( optimal effect occurs after at least 12 months of therapy ) , severe acne and hirsutism are significantly improved after 6 - 12 months of regimens containing high doses of cyproterone acetate ( 25 - 100 mg/day ) ."
73506534,Bacterial vaginosis,is,treated,with,a single dose of metronidazole,0,1,2,2,4,4,5,5,6,10,Bacterial vaginosis is effectively treated with a single dose of metronidazole 1 g or 500 mg bid over seven days .
73564066,The Pseudomonas aeruginosa-containing wastewater,is,treated,by,wastewater treatment plants,0,3,7,7,8,8,9,9,10,12,"The Pseudomonas aeruginosa-containing wastewater released by hospitals is treated by wastewater treatment plants ( WWTPs ) , generating sludge , which is used as a fertilizer , and effluent , which is discharged into rivers ."
73564066,The Pseudomonas aeruginosa-containing wastewater,is,treated,by,WWTPs,0,3,7,7,8,8,9,9,14,14,"The Pseudomonas aeruginosa-containing wastewater released by hospitals is treated by wastewater treatment plants ( WWTPs ) , generating sludge , which is used as a fertilizer , and effluent , which is discharged into rivers ."
73649046,Colorectal carcinoma,is,treated,by,chemotherapy,0,1,5,5,7,7,8,8,9,9,Colorectal carcinoma ( CRC ) is widely treated by chemotherapy based on an intensely neurotoxic drug : oxaliplatin ( OXL ) .
73653035,a second QM component,is,treated,with,DF theory,36,39,42,42,44,44,45,45,46,47,"The DLPNO-CCSD(T ) results were also confronted to those of a set of density functionals ( DFs ) to understand the benefit of implementing this technique in enzymatic quantum mechanics/molecular mechanics ( QM/MM ) calculations as a second QM component , which is often treated with DF theory ( DFT ) ."
73653035,a second QM component,is,treated,with,DFT,36,39,42,42,44,44,45,45,49,49,"The DLPNO-CCSD(T ) results were also confronted to those of a set of density functionals ( DFs ) to understand the benefit of implementing this technique in enzymatic quantum mechanics/molecular mechanics ( QM/MM ) calculations as a second QM component , which is often treated with DF theory ( DFT ) ."
73653696,Large or symptomatic venous aneurysms,are,treated,with,open resection,0,4,5,5,7,7,8,8,9,10,Large or symptomatic venous aneurysms are generally treated with open resection .
73696944,High-risk patients with hypertrophic cardiomyopathy,are,treated,with,implantable cardioverter-defibrillators,0,4,8,8,16,16,17,17,18,19,High-risk patients with hypertrophic cardiomyopathy ( HCM ) are identified by contemporary risk stratification and effectively treated with implantable cardioverter-defibrillators ( ICDs ) .
73696944,High-risk patients with hypertrophic cardiomyopathy,are,treated,with,ICDs,0,4,8,8,16,16,17,17,21,21,High-risk patients with hypertrophic cardiomyopathy ( HCM ) are identified by contemporary risk stratification and effectively treated with implantable cardioverter-defibrillators ( ICDs ) .
73738266,synovial cysts,are,treated,by,surgery,20,21,26,26,28,28,29,29,30,30,"Lumbar symptomatic cases are treated by percutaneous cyst aspiration with or without corticoid injection or by surgical resection , but synovial cysts at the C1-C2 level are usually treated by surgery ."
73738266,Lumbar symptomatic cases,are,treated,by,percutaneous cyst aspiration,0,2,3,3,4,4,5,5,6,8,"Lumbar symptomatic cases are treated by percutaneous cyst aspiration with or without corticoid injection or by surgical resection , but synovial cysts at the C1-C2 level are usually treated by surgery ."
73814501,Cervical radiculopathy,is,treated,by,PCF,0,1,6,6,8,8,9,9,11,11,Cervical radiculopathy due to cervical spondylosis is commonly treated by either PCF or ACDFP for patients who are refractory to nonsurgical treatment .
73814501,Cervical radiculopathy,is,treated,by,ACDFP,0,1,6,6,8,8,9,9,13,13,Cervical radiculopathy due to cervical spondylosis is commonly treated by either PCF or ACDFP for patients who are refractory to nonsurgical treatment .
73837652,Peripheral arterial disease,is,treated,by,balloon angioplasty,0,2,6,6,8,8,9,9,10,11,Peripheral arterial disease ( PAD ) is frequently treated by balloon angioplasty .
73867769,Most patients,are,treated,with,palliative treatments,0,1,2,2,4,4,5,5,6,7,"Most patients are therefore treated with palliative treatments that include chemoembolization , multi-kinase inhibitors ( sorafenib ) and in almost one third of cases only best supportive care ."
73904958,asymptomatic patients with unresectable stage IV colorectal cancer,are,treated,with,palliative chemo/radiotherapy,21,28,30,30,31,31,32,32,33,34,Randomised controlled trials and non-randomised controlled studies evaluating the influence on overall survival of primary tumour resection versus no resection in asymptomatic patients with unresectable stage IV colorectal cancer who are treated with palliative chemo/radiotherapy .
73918290,recognized,is,treated,with,mesial temporal lobe resection,16,16,20,20,22,22,23,23,24,27,Mesial temporal lobe epilepsy ( mTLE ) with mesial temporal sclerosis ( MTS ) is a recognized epilepsy syndrome which is successfully treated with mesial temporal lobe resection .
73944814,most AIP patients,are,treated,with,steroids,12,14,15,15,17,17,18,18,19,19,"Since autoimmune pancreatitis ( AIP ) responds dramatically to steroid therapy , most AIP patients are promptly treated with steroids when the diagnosis of AIP is made ."
73946288,related,are,treated,with,surgical excision,4,4,9,9,13,13,14,14,15,16,These lesions are frequently related to kystic sero-hematoma and are easily and efficiently treated with surgical excision .
73963994,Manifested,are,treated,by,drainage,0,0,3,3,5,5,6,6,10,10,Manifested hand infections are usually treated by sufficient debridement and drainage followed by splinting and elevation of the corresponding upper extremity .
73963994,Manifested,are,treated,by,sufficient debridement,0,0,3,3,5,5,6,6,7,8,Manifested hand infections are usually treated by sufficient debridement and drainage followed by splinting and elevation of the corresponding upper extremity .
73995658,Patients ineligible,are,treated,with,prednisone,0,1,4,4,6,6,7,7,12,12,"Patients ineligible for ASCT are usually treated with standard oral melphalan and prednisone , but the response rate to this regimen is unsatisfactory , and time to response is long ."
73995658,Patients ineligible,are,treated,with,standard oral melphalan,0,1,4,4,6,6,7,7,8,10,"Patients ineligible for ASCT are usually treated with standard oral melphalan and prednisone , but the response rate to this regimen is unsatisfactory , and time to response is long ."
73999848,RAGE-expressing cells,are,treated,with,a gamma-secretase inhibitor,6,7,8,8,9,9,10,10,11,13,"The amount of RAGE-CTF increases when RAGE-expressing cells are treated with a gamma-secretase inhibitor , suggesting that RAGE-CTF is normally further processed by gamma-secretase ."
74022542,most patients in this age group,are,treated,with,continuous subcutaneous insulin injections,3,8,9,9,10,10,11,11,12,15,In industrialized countries most patients in this age group are treated with continuous subcutaneous insulin injections .
74037444,acute rejection,is,treated,by,high steroid dosages,14,15,16,16,18,18,19,19,20,22,"After liver transplantation ( LTx ) , steroids are commonly used for immunosuppression and acute rejection is usually treated by high steroid dosages ."
74068585,Sinonasal polyps,are,treated,with,surgical excision,0,1,2,2,3,3,4,4,12,13,"Sinonasal polyps are treated with topical steroids , systemic oral steroids , surgical excision , and intrapolyp steroid injection ."
74068585,Sinonasal polyps,are,treated,with,intrapolyp steroid injection,0,1,2,2,3,3,4,4,16,18,"Sinonasal polyps are treated with topical steroids , systemic oral steroids , surgical excision , and intrapolyp steroid injection ."
74068585,Sinonasal polyps,are,treated,with,topical steroids,0,1,2,2,3,3,4,4,5,6,"Sinonasal polyps are treated with topical steroids , systemic oral steroids , surgical excision , and intrapolyp steroid injection ."
74068585,Sinonasal polyps,are,treated,with,systemic oral steroids,0,1,2,2,3,3,4,4,8,10,"Sinonasal polyps are treated with topical steroids , systemic oral steroids , surgical excision , and intrapolyp steroid injection ."
74112943,Skin inflammatory diseases,are,treated,with,topical preparations,0,2,3,3,6,6,7,7,11,12,"Skin inflammatory diseases are most commonly treated with corticosteroids , especially topical preparations , benefitting from high potency and unparalleled formulation flexibility ."
74112943,Skin inflammatory diseases,are,treated,with,corticosteroids,0,2,3,3,6,6,7,7,8,8,"Skin inflammatory diseases are most commonly treated with corticosteroids , especially topical preparations , benefitting from high potency and unparalleled formulation flexibility ."
74146375,Those who are eligible,are,treated,with,rituximab-CHOP,0,3,4,4,6,6,7,7,9,9,"Those who are eligible are usually treated with either rituximab-CHOP ( cyclophosphamide , doxorubicin , vincristine , and prednisone ) followed by SCT or rituximab-HyperCVAD ( cyclophosphamide , vincristine , doxorubicin , decadron , cytarabine , and methotrexate ) followed by observation ."
74172963,most PIOL/PCNSL,are,treated,with,systemic chemotherapy,2,3,4,4,5,5,6,6,7,8,"Currently , most PIOL/PCNSL are treated with systemic chemotherapy ."
74172964,Ocular recurrences,are,treated,with,intraocular methotrexate,0,1,2,2,4,4,10,10,11,12,"Ocular recurrences are often treated with radiotherapy , and increasingly with intraocular methotrexate ."
74172964,Ocular recurrences,are,treated,with,radiotherapy,0,1,2,2,4,4,5,5,6,6,"Ocular recurrences are often treated with radiotherapy , and increasingly with intraocular methotrexate ."
74188893,the interdigital form,is,treated,with,debridement,11,13,20,20,21,21,22,22,23,23,"The latter two forms respond to topical antifungal agents , while the interdigital form , a mixed fungal/bacterial infection , is treated with debridement , antibiotics and drying routine similar to the therapy of otitis externa ."
74188893,a mixed fungal/bacterial infection,is,treated,with,debridement,15,18,20,20,21,21,22,22,23,23,"The latter two forms respond to topical antifungal agents , while the interdigital form , a mixed fungal/bacterial infection , is treated with debridement , antibiotics and drying routine similar to the therapy of otitis externa ."
74205823,a parasitic disease,is,treated,by,surgery,3,5,7,7,8,8,10,10,11,11,Hydatid disease is a parasitic disease that is treated primarily by surgery .
74227866,Chronic rhinosinusitis,is,treated,by,functional endoscopic sinus surgery,0,1,2,2,4,4,5,5,6,9,Chronic rhinosinusitis is commonly treated by functional endoscopic sinus surgery involving excision of the uncinate process and opening of the osteomeatal complex .
74276930,Celiac disease,is,treated,with,gluten -elimination diets,0,1,14,14,15,15,16,16,17,19,"Celiac disease ( CeD ) , caused by immune reactions to cereal gluten , is treated with gluten -elimination diets ."
74283565,sports-related midfoot and forefoot fractures,are,treated,with,ankle and hindfoot fractures,7,11,12,12,15,15,1,1,2,5,"Compared with ankle and hindfoot fractures , sports-related midfoot and forefoot fractures are more often treated conservatively with casting or wooden shoes ."
74283565,sports-related midfoot and forefoot fractures,are,treated,with,casting,7,11,12,12,15,15,17,17,18,18,"Compared with ankle and hindfoot fractures , sports-related midfoot and forefoot fractures are more often treated conservatively with casting or wooden shoes ."
74283565,sports-related midfoot and forefoot fractures,are,treated,with,wooden shoes,7,11,12,12,15,15,17,17,20,21,"Compared with ankle and hindfoot fractures , sports-related midfoot and forefoot fractures are more often treated conservatively with casting or wooden shoes ."
74311714,Severe pre-eclampsia,are,treated,with,MgSO4,0,1,6,6,8,8,9,9,10,10,"Severe pre-eclampsia , eclampsia or HELLP are not treated with MgSO4 as frequently as evidence-based medicine recommends ."
74350421,advanced or metastatic disease,is,treated,with,systemic chemotherapy,9,12,14,14,15,15,16,16,17,18,"Most patients in the Western hemisphere present with locally advanced or metastatic disease that is treated with systemic chemotherapy used either in the neoadjuvant or palliative setting , respectively ."
74355100,most patients with anorectal abscess/fistula,are,treated,with,local procedures,1,5,6,6,7,7,8,8,9,10,"While most patients with anorectal abscess/fistula are treated with local procedures , proctectomy and diversion use is fairly common in those with underlying CD ."
74391298,generalised actinomycosis,is,treated,with,6 - 12 months of antibiotics,1,2,3,3,5,5,6,6,7,12,"While generalised actinomycosis is often treated with 6 - 12 months of antibiotics , the treatment course of Actinomyces PJI is not well characterised , with some sources suggesting a minimum of 6 weeks of antimicrobial therapy ."
74406477,HIV-infected patients with progressive multifocal leukoencephalopathy,are,treated,with,the antiretroviral agents,12,17,19,19,20,20,21,21,22,24,"Cytarabine administered either intravenously or intrathecally does not improve the prognosis of HIV-infected patients with progressive multifocal leukoencephalopathy who are treated with the antiretroviral agents we used , nor does high-dose antiretroviral therapy alone appear to improve survival over that reported in untreated patients ."
74487888,Hemolytic uremic syndrome related,is,treated,with,apheresis procedures,0,3,14,14,17,17,18,18,19,20,"Hemolytic uremic syndrome related to disseminated cancer is most often a terminal event and is not commonly treated with apheresis procedures , although there are anecdotal reports that plasma exchange may be beneficial ."
